mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
ENST00000461807.1	632	156	0.8767	-0.152037507268	0.0176655687255474
ENST00000377244.8	1908	1029	1.2471	0.533449260066	0.999985116437453
ENST00000526702.1	4713	450	1.0992	0.377478247052	0.953795843178388
ENST00000334681.9	830	348	1.0217	0.499066213011	0.928892899297059
ENST00000434608.1	747	348	1.0217	0.499066213011	0.92919291048963
ENST00000331113.9	5830	1893	0.9153	0.296114625244	0.999999984500834
ENST00000425288.1	530	441	0.6874	0.142570710782	0.577134359092602
ENST00000379031.10	1257	912	1.2486	0.485184176152	0.999929105295678
ENST00000493657.1	1783	816	0.5017	0.120822491349	0.975050468897081
ENST00000543975.1	416	120	0.5521	-0.0100271091903	0.00931818910768688
ENST00000229277.6	2294	1305	1.2629	0.529557677427	0.99999932783446
ENST00000262776.8	2202	1758	1.2478	0.518313382412	0.999999995252272
ENST00000586720.5	1736	1176	1.3138	0.502046852048	0.99999726300121
ENST00000306796.9	2068	1422	1.2568	0.537079659444	0.999999825046339
ENST00000577574.5	473	180	0.6368	-0.0219031345599	0.0223489538356603
ENST00000565769.5	2214	1836	1.3324	0.392389475886	0.999999996815851
ENST00000569071.1	1919	1560	1.1969	0.326183547933	0.999999836192161
ENST00000219204.8	1969	492	0.9125	0.312900691975	0.931646722270202
ENST00000565794.1	234	159	0.721	-0.114708919577	0.0137464593535189
ENST00000343242.9	3380	660	0.6255	0.0641297495098	0.871635990405009
ENST00000406174.2	632	468	1.2172	0.836013439182	0.99869703766649
ENST00000373298.7	1616	792	1.1496	0.235393920917	0.998229914308265
ENST00000469541.5	879	633	1.0357	0.174157379972	0.978798852007088
ENST00000389554.8	3806	2049	1.0481	0.450176325898	0.999999999398401
ENST00000411412.5	698	630	1.1635	0.525689066645	0.998311747086381
ENST00000381685.10	3498	2067	0.8315	0.154538433726	0.999999993863614
ENST00000538384.5	3418	1989	0.8391	0.160712383973	0.999999986280264
ENST00000533017.1	755	273	1.1939	-0.0758662200266	0.238592138747577
ENST00000529996.1	1366	672	1.248	0.540027353275	0.999249430042695
ENST00000652489.1	1261	1077	1.2426	0.562952698991	0.999992870426236
ENST00000584895.5	1440	687	0.594	0.071634899986	0.905586866854936
ENST00000577910.1	1012	555	0.9725	0.188343528541	0.943776417911757
ENST00000231524.14	3863	1725	1.063	0.0639942004043	0.999999775940927
ENST00000274327.11	1829	1641	1.063	0.0568709417991	0.999999464401401
ENST00000264025.8	5956	1554	1.2399	0.604315591786	0.999999965146114
ENST00000340882.2	1059	1059	1.2003	0.505400087999	0.999985851486178
ENST00000379341.9	956	816	0.9395	0.17168525	0.996044952427129
ENST00000439422.1	554	138	1.056	0.16837126814	0.160702309735542
ENST00000334351.8	2400	420	0.854	-0.0944000628046	0.291076067042147
ENST00000579103.1	171	171	0.6656	-0.10335221917	0.013960264358825
ENST00000368636.8	2861	780	0.5943	0.19995165994	0.982069347785179
ENST00000633835.1	1062	570	0.5796	0.206974562949	0.851231664448481
ENST00000325333.10	1156	519	1.1176	0.470271353671	0.99025198814567
ENST00000543039.2	1707	519	1.1176	0.470271353671	0.989955990075402
ENST00000474727.2	591	279	0.6284	-0.119080270725	0.0357119890331591
ENST00000474151.1	579	441	0.7601	0.0267586334489	0.464102732589894
ENST00000455036.8	9938	2616	0.906	0.183755160009	0.999999999987831
ENST00000426744.5	9878	2544	0.906	0.189541547663	0.999999999973794
ENST00000285199.12	4185	3372	0.9135	0.287134997253	1
ENST00000575346.1	711	579	0.8794	0.217641546018	0.950847302936245
ENST00000538724.5	973	615	0.6743	0.0619931225898	0.845441363670874
ENST00000540148.5	597	126	0.8259	-0.25985584367	0.0055886270259826
ENST00000536890.1	367	189	0.5306	-0.0346926334005	0.0160546717525014
ENST00000373874.6	3432	714	1.1586	0.376153399257	0.998069269673068
ENST00000558465.1	785	255	0.9523	-0.0693547748309	0.103701014976453
ENST00000611732.4	3344	714	1.1586	0.376153399257	0.998078545444339
ENST00000488492.5	909	291	0.8409	0.0984412891294	0.244792479969441
ENST00000399312.3	931	378	1.0033	0.194882673949	0.729207440475689
ENST00000569418.5	3513	2862	0.7577	0.0582861435692	0.999999999998052
ENST00000564326.5	3259	2862	0.7577	0.0582861435692	0.999999999998079
ENST00000567119.1	1374	744	0.6586	0.0799287812419	0.959891965858492
ENST00000565480.1	519	147	0.8107	0.010097733166	0.0336848918575971
ENST00000228827.8	1457	855	1.1461	0.303917067382	0.999420206433683
ENST00000547323.1	541	168	1.0353	0.408209383162	0.516839355045937
ENST00000382080.6	7345	939	0.8163	0.118306514926	0.996999513491822
ENST00000421524.6	867	798	0.734	0.0855444605574	0.983716407438935
ENST00000261023.8	7039	3147	0.9817	0.120531680996	1
ENST00000433736.6	3288	3009	1.0203	0.107449974124	0.999999999999888
ENST00000315711.12	2129	810	1.261	0.204364822015	0.998775416860207
ENST00000383681.7	1997	588	1.2034	0.192804305214	0.981270765565623
ENST00000539469.6	3041	2337	0.9874	0.358897040485	0.999999999950661
ENST00000548316.1	2971	1992	0.9638	0.368959978065	0.999999997619772
ENST00000416961.6	928	336	0.6924	0.00991486684267	0.157987455313748
ENST00000519551.1	534	201	1.1772	0.180418814945	0.387892892547576
ENST00000414892.5	695	222	0.5457	0.0118229698563	0.0313698557333231
ENST00000439556.2	1322	1119	0.9852	0.13568739372	0.999854869242465
ENST00000489418.6	1810	813	0.7171	0.230273472126	0.993550545536489
ENST00000480936.1	558	285	0.8042	0.1776670693	0.30571906673446
ENST00000215567.10	1139	927	1.3453	0.583989269783	0.999976569513521
ENST00000598333.5	822	330	1.3453	0.54838999428	0.977766671192042
ENST00000399292.7	850	177	0.9469	0.0221793737928	0.076129503485944
ENST00000489469.5	780	300	0.688	-0.207510307632	0.0322177645896604
ENST00000356654.8	4351	3573	1.0898	0.291823960683	1
ENST00000396684.3	4702	3573	1.0898	0.291823960683	1
ENST00000409304.5	2161	1194	1.2497	0.256875926406	0.999987351949569
ENST00000478966.1	680	438	1.2454	0.123181656774	0.888458869871734
ENST00000563100.5	723	429	0.9862	0.214241602634	0.83632265311368
ENST00000563504.5	617	396	0.9897	0.194811695421	0.761676087279356
ENST00000635099.1	711	588	0.9017	0.0684781851816	0.903333033242155
ENST00000635082.1	793	396	1.0225	0.0826092836291	0.642086644039942
ENST00000599156.5	633	384	1.2856	0.76178122291	0.995878075126076
ENST00000598277.5	771	165	1.0447	0.0793092568807	0.125401420424789
ENST00000421975.7	1680	1482	1.0473	0.10199346685	0.999997474029998
ENST00000314144.10	1847	1593	1.0421	0.104974051824	0.999999263779402
ENST00000532195.1	673	162	1.2677	0.0577899495911	0.208778954336398
ENST00000529040.1	549	303	0.8779	0.11627310874	0.323696624878331
ENST00000372626.7	721	480	1.0964	0.275584538516	0.950448883542954
ENST00000372624.3	1164	480	1.0964	0.275584538516	0.949292316686627
ENST00000330651.11	2418	1095	1.2882	0.690921727291	0.999997558596825
ENST00000395764.5	1512	1095	1.2882	0.690921727291	0.999997676915273
ENST00000281437.5	1813	840	1.1956	0.404700861676	0.999680086541432
ENST00000605151.1	2148	153	0.6719	-0.126833296571	0.00912078995558913
ENST00000428128.1	3479	3042	0.9992	0.0648183164026	0.999999999999892
ENST00000409776.6	6692	5247	1.0356	0.0348140065508	1
ENST00000564617.5	531	477	0.9921	0.359491134768	0.956077517596676
ENST00000564056.1	514	222	0.8668	0.276546499017	0.330304228901759
ENST00000506605.6	857	642	1.265	0.579883870737	0.999243962858845
ENST00000511847.2	840	642	1.265	0.579883870737	0.999244666724647
ENST00000457658.6	2417	225	0.5081	-0.0750235446869	0.0155577913452013
ENST00000440408.5	5284	159	0.4782	-0.177789990029	0.00311068670305951
ENST00000651177.1	9640	7668	1.0243	0.0232183765386	1
ENST00000417071.1	882	114	0.4974	-0.211002482097	0.00209263261564543
ENST00000493168.1	787	273	1.2331	0.213728115398	0.674870920498648
ENST00000323040.5	3052	1089	1.287	0.654021133924	0.999996604260696
ENST00000591614.1	562	105	0.6308	-0.352856949301	0.00129061946984542
ENST00000525807.5	1122	528	1.0951	0.414382710526	0.986701832714856
ENST00000615999.4	972	972	0.9321	0.330073516519	0.999727842198441
ENST00000355938.9	598	411	0.9982	0.196097312906	0.797032907166259
ENST00000514808.5	359	300	0.8925	0.136303630452	0.357070664961883
ENST00000416247.4	4887	597	0.7961	0.026678087604	0.815906929642233
ENST00000376935.4	1251	321	0.5722	0.0375340904537	0.108558005659133
ENST00000492002.1	654	180	0.6981	-0.048109504916	0.0232934568042035
ENST00000371698.3	1282	822	0.9367	0.375993554584	0.998896538054253
ENST00000302746.11	1507	1080	1.0369	0.167671497615	0.999843698709634
ENST00000485460.5	1397	1026	1.0369	0.175287842607	0.999728608375512
ENST00000466963.1	3130	246	0.5509	-0.668135119955	0.000608874063970423
ENST00000515509.1	363	144	0.8362	-0.11373853315	0.0172080503352886
ENST00000206423.7	12430	2853	1.0191	0.321235595547	0.999999999999711
ENST00000461431.1	781	681	1.2082	0.365020565758	0.99782273612799
ENST00000469554.1	626	63	1.0696	-0.371015819488	0.00326145853214446
ENST00000343818.11	1680	963	1.2643	0.489581430297	0.999962172379431
ENST00000612651.4	1538	960	1.2285	0.428692611628	0.999936458702349
ENST00000381774.9	6143	945	1.2357	0.51122297031	0.999942810228674
ENST00000433677.6	1993	519	1.2848	0.394845576071	0.99092993710058
ENST00000466903.1	743	648	0.8159	-0.00406742912192	0.89737017950085
ENST00000465031.1	581	255	0.8042	-0.18160829149	0.0343139207375423
ENST00000264677.8	1678	1218	0.8423	-0.0246028710815	0.999788382392298
ENST00000261461.7	3245	1461	0.8943	0.140517012773	0.999995330633006
ENST00000537030.3	1719	1290	0.8918	0.0704602441555	0.99995511207058
ENST00000373713.6	725	402	1.2621	0.369654057508	0.961694246302627
ENST00000497275.5	535	297	1.2536	0.339371865668	0.863625228777548
ENST00000378673.2	2640	1365	0.7675	0.0664033296326	0.999967905110088
ENST00000464378.1	566	306	0.8791	0.143156716825	0.368902042398304
ENST00000472320.1	541	222	1.1226	0.23992153858	0.487813854657669
ENST00000624495.3	1799	1101	0.8041	0.106589958272	0.999594239419506
ENST00000296875.3	1796	1101	0.8041	0.106589958272	0.999594306132054
ENST00000378667.1	429	249	0.8912	0.336236516756	0.511560116723697
ENST00000496429.1	258	51	1.2129	0.186104206491	0.123288328189317
ENST00000324689.8	1905	633	1.0717	0.382649267578	0.994321075732363
ENST00000328381.10	2054	1299	0.8558	0.269108953677	0.999985979495618
ENST00000535306.6	2098	861	1.0726	0.327336898494	0.999372406155215
ENST00000434242.2	257	234	0.9862	0.0933039112658	0.221173900187851
ENST00000372267.6	472	264	0.6428	0.206736685616	0.193034897947911
ENST00000372263.3	785	294	0.9922	0.424457753031	0.804348150560387
ENST00000377601.2	3511	2472	0.9704	0.139824625462	0.999999999955204
ENST00000477139.2	747	210	1.1898	0.0172799017976	0.21186763186144
ENST00000621218.5	3011	834	0.887	0.202437752725	0.996399732730261
ENST00000619236.1	2896	729	1.0774	0.252940926652	0.995581530674372
ENST00000397640.6	974	372	1.2916	0.353817761805	0.946818735213133
ENST00000588202.5	862	222	0.9643	0.127772382876	0.215414066270417
ENST00000590676.1	555	165	0.844	0.156848226816	0.104170551716104
ENST00000586891.1	563	303	1.0917	0.1406828431	0.536815052459614
ENST00000495332.1	604	276	0.941	0.0541499954057	0.231228826450018
ENST00000620340.4	8169	2238	0.9941	0.0366956495545	0.999999998634079
ENST00000571494.1	2168	801	1.09	0.452223121886	0.999455831474613
ENST00000317744.9	5819	1728	1.1025	0.462074565395	0.9999999812016
ENST00000258884.5	2361	990	1.2316	0.444548939327	0.99995729586424
ENST00000559506.5	2435	285	0.9192	0.131027992562	0.307949594250803
ENST00000416293.7	1572	1413	1.2094	0.478796513417	0.999999684206323
ENST00000548536.1	1760	1269	1.2718	0.521671949036	0.999999006574823
ENST00000407471.7	3482	723	1.1748	0.550226041066	0.999423545823289
ENST00000435822.5	3613	720	1.1748	0.559653477748	0.99943295236093
ENST00000374059.7	3278	1671	1.2284	0.41365295233	0.999999973103719
ENST00000480518.1	305	33	0.6941	-0.249840277695	0.00135928918115326
ENST00000337554.8	836	510	1.2032	0.420290610346	0.9893293735263
ENST00000583777.5	636	309	0.846	0.075524758477	0.262751674898165
ENST00000428336.5	672	321	1.1183	0.417594745037	0.892352938951345
ENST00000556314.2	673	531	1.1076	0.138505643202	0.938998522214029
ENST00000555273.1	729	666	1.0426	0.149355931674	0.983422245449524
ENST00000395097.7	5604	1881	1.0326	0.310077503413	0.999999989264408
ENST00000330847.1	4982	1914	0.9769	0.306485932698	0.999999991117673
ENST00000336854.8	1439	657	1.2916	0.663313545298	0.999636925058837
ENST00000553049.5	846	570	1.2886	0.686396692854	0.999183320292951
ENST00000423632.3	469	213	0.8606	0.106799782994	0.135114484561633
ENST00000415101.1	404	123	0.9026	0.149321121438	0.0789280330034883
ENST00000569466.1	1417	1026	0.9867	0.464372699954	0.999944093745289
ENST00000564525.1	541	435	0.6987	0.144917813093	0.573583375666879
ENST00000524717.6	7121	3471	0.9537	0.15702338839	1
ENST00000618849.1	3154	2787	1.07	0.146386017913	0.999999999999117
ENST00000492491.6	686	561	1.3094	0.463550055242	0.996785729705639
ENST00000383759.6	2787	2571	1.266	0.484662588285	0.999999999999367
ENST00000334047.12	2298	888	0.9882	0.19226653468	0.998576921872291
ENST00000370207.4	1879	717	0.7241	0.121435048509	0.965214319700768
ENST00000553612.6	6343	1131	1.1653	0.178105957037	0.999930555902017
ENST00000434192.2	1199	1014	1.2329	0.157548611037	0.999825999389409
ENST00000546300.5	7388	1248	1.1545	0.359358924707	0.999993136308885
ENST00000271357.9	7806	1641	1.18	0.39486261841	0.999999936135323
ENST00000528032.5	555	441	0.9752	0.281535043648	0.895202415911772
ENST00000320159.2	3234	1857	0.8551	0.32754029556	0.999999979549127
ENST00000650688.1	3134	378	1.1836	0.395025968413	0.937371620247533
ENST00000268607.9	2688	378	1.1836	0.395025968413	0.938791999509098
ENST00000373740.7	1922	855	0.6783	0.125695228221	0.991273937758313
ENST00000480153.5	2447	1023	0.8168	0.103885470337	0.99902151744434
ENST00000292616.10	2160	1944	1.3152	0.537319088285	0.999999999582404
ENST00000468175.1	847	240	1.1738	-0.211370151902	0.081195066786662
ENST00000254942.8	2996	1629	1.0589	0.31199676423	0.99999985916531
ENST00000566051.1	791	216	0.7324	0.0658828196777	0.0737277133362312
ENST00000223357.8	4097	3477	1.1827	0.590448417202	1
ENST00000455443.5	751	135	0.9079	0.723713994027	0.761708651885414
ENST00000368194.7	6889	4689	1.135	0.398405567862	1
ENST00000486670.1	859	483	1.2476	0.553547994991	0.994447269622637
ENST00000445877.5	1553	1245	0.9962	-0.0258863623911	0.999907865942035
ENST00000325875.7	3420	1878	0.994	-0.0507573749359	0.999999899507533
ENST00000242576.6	2071	942	0.9979	0.237506642146	0.999434968959065
ENST00000336865.6	2130	915	1.0048	0.213799149671	0.999135660748248
ENST00000254079.9	1815	615	1.053	0.487647079137	0.996094849271492
ENST00000582680.5	875	432	1.0479	0.596560802483	0.985065810122333
ENST00000429236.5	2212	2085	0.8806	0.0555643350861	0.999999992802826
ENST00000357345.7	7059	3888	0.9991	0.0404293947452	1
ENST00000370401.6	4854	2325	0.8804	0.228267218584	0.999999999800879
ENST00000262858.7	4607	2325	0.8804	0.228267218584	0.999999999803558
ENST00000649249.1	684	381	1.2706	0.755141444707	0.995316174166168
ENST00000648859.1	550	228	0.7762	0.408688311821	0.462048879761797
ENST00000313511.8	2011	1368	1.2904	0.526047354947	0.99999969611181
ENST00000561644.1	294	276	1.0654	0.390377990961	0.783259672547332
ENST00000257787.6	1898	612	0.8982	0.153989707272	0.95003066826154
ENST00000420494.2	413	171	0.622	-0.087891663708	0.0130320164734857
ENST00000318887.8	2414	990	1.025	0.105223073798	0.999316061108434
ENST00000486971.1	1259	423	1.1865	0.243823620618	0.917175949761879
ENST00000307767.13	1876	618	0.7137	0.0262224231537	0.832310020304246
ENST00000582288.1	336	99	1.1955	0.206079532209	0.202995083086894
ENST00000641124.1	4224	1050	1.1483	0.172474279949	0.999832123991406
ENST00000641169.1	4221	1050	1.1483	0.172474279949	0.999832151599069
ENST00000553891.5	3244	2370	0.8447	0.30943406869	0.99999999992385
ENST00000556143.6	4380	2334	0.9893	0.314292396538	0.999999999928492
ENST00000367510.8	3407	1011	0.8139	0.126670827978	0.998962504771554
ENST00000453650.2	939	735	0.8191	0.133719154001	0.981622701273642
ENST00000359579.5	1619	951	1.2158	0.39396826718	0.999908960800254
ENST00000475559.1	869	576	1.295	0.41951467341	0.996233593834967
ENST00000373656.4	4455	1326	0.8444	0.0481356399867	0.999952993235156
ENST00000373654.1	2047	1326	0.8444	0.0481356399867	0.999958807194338
ENST00000646044.1	3290	195	0.6697	-0.173005105579	0.0102666748082776
ENST00000465726.1	435	126	0.9636	-0.142823111656	0.018205245595934
ENST00000268668.11	675	519	1.2922	0.564974825136	0.997052460224815
ENST00000570172.1	495	426	1.2862	0.535796122277	0.990003643023108
ENST00000358607.10	839	606	1.167	0.567620685442	0.998295283574686
ENST00000450195.6	702	540	1.167	0.638895192953	0.997703980794449
ENST00000601736.1	491	201	1.0341	0.485237696717	0.711486555229678
ENST00000395860.7	1772	690	1.0205	0.238974130249	0.991523465559983
ENST00000395859.2	795	585	0.9758	0.247908631787	0.971829882129878
ENST00000461003.5	4857	2325	1.1466	0.288335136049	0.999999999944746
ENST00000368013.8	4342	3306	1.0426	0.321794193619	1
ENST00000528056.5	7218	834	1.2849	0.460594232323	0.999759044851677
ENST00000495163.1	480	66	0.6085	-0.654696137474	0.000124424687853484
ENST00000317216.3	4514	1164	1.2729	0.556039717415	0.99999697538925
ENST00000524088.1	1230	1002	1.2262	0.569498771568	0.999983249327231
ENST00000381669.8	2149	1590	1.2515	0.569160655717	0.999999977511517
ENST00000428572.1	751	342	0.9433	0.291125712981	0.726097599464566
ENST00000332536.9	2065	1548	1.2515	0.571273568594	0.999999964644146
ENST00000381192.10	1129	558	1.1541	0.36886021411	0.989739419209455
ENST00000647297.1	583	246	1.0303	0.290079903997	0.550737631257117
ENST00000527249.5	889	498	1.1013	0.404136258748	0.980980299220337
ENST00000529973.1	530	195	1.2195	0.232901894895	0.485307103351943
ENST00000376350.8	3923	3348	0.9777	0.348971767814	1
ENST00000263434.5	3343	2814	1.0446	0.351576187204	0.999999999999793
ENST00000619929.5	6132	2370	1.2918	0.613167455923	0.999999999996976
ENST00000542173.1	347	204	1.1493	0.299282618397	0.552990553866349
ENST00000260386.7	1825	1386	1.1686	0.595407109191	0.999999754314632
ENST00000491007.1	507	360	1.1307	0.592927134523	0.975085762110902
ENST00000342628.6	3475	2406	0.883	0.25129408019	0.999999999935711
ENST00000366362.3	775	246	1.044	0.219272367462	0.452808488206694
ENST00000370836.6	4441	1818	1.0866	0.383796481329	0.999999989182838
ENST00000370833.6	1938	1938	1.0899	0.367274541911	0.999999997308126
ENST00000367225.6	7773	633	0.5373	-0.00475680910606	0.657121780604254
ENST00000206262.2	7932	633	0.5373	-0.00475680910606	0.655154783099724
ENST00000221480.6	1078	726	1.2028	0.442995527881	0.999149837334126
ENST00000593942.5	1345	516	1.2888	0.442596930823	0.993301754879404
ENST00000599519.1	836	516	1.2244	0.430529692791	0.99126698295665
ENST00000531551.5	1855	648	0.8985	0.323850686094	0.987654012718855
ENST00000533455.5	2009	1020	0.9395	0.372185149556	0.999872856302148
ENST00000579004.1	341	258	1.1993	0.453510352156	0.872749071989953
ENST00000577286.5	553	264	1.2737	0.488413178994	0.920507260322572
ENST00000333703.8	4710	3114	1.0233	0.186595378071	1
ENST00000622698.4	4824	3114	1.0233	0.186595378071	1
ENST00000620615.4	329	30	0.9196	-0.110658369271	0.00661103810381194
ENST00000608083.5	1403	1017	1.282	0.672443432878	0.999993684109456
ENST00000473466.2	868	837	1.3051	0.671799310958	0.999957403009034
ENST00000241051.8	1741	1536	0.9272	0.0728057995049	0.999997498346953
ENST00000427755.2	1212	573	0.6342	-0.00782532040828	0.657997541347951
ENST00000358460.8	1179	459	0.8167	0.0366898343985	0.569551233172947
ENST00000425133.2	1229	351	0.8536	0.0851678049386	0.375280984270615
ENST00000332132.8	1067	351	0.7499	-0.00742257591419	0.194649084315594
ENST00000578912.1	524	207	0.9817	0.172181226235	0.247421409936066
ENST00000583123.1	658	204	0.9581	0.0363427697518	0.113147970851236
ENST00000416614.7	3556	2574	1.1603	0.364603833316	0.999999999998094
ENST00000314262.10	2889	2574	1.1603	0.364603833316	0.999999999998163
ENST00000334274.9	2649	1530	1.1811	0.29353731876	0.999999692975735
ENST00000530171.5	571	213	0.7028	0.249028916509	0.176107535115515
ENST00000396063.5	970	330	0.9965	0.0283371665086	0.358326914241495
ENST00000559141.1	293	54	0.7646	-0.338802086899	0.0012786762584924
ENST00000292147.7	920	765	1.1745	0.427370175152	0.999339495978498
ENST00000594342.5	702	396	1.049	0.370294596355	0.918827793509122
ENST00000592588.6	510	438	1.2706	0.81881714734	0.998328887241784
ENST00000585665.2	467	339	1.2904	0.746689166569	0.99273877149636
ENST00000409150.8	6172	1254	0.7323	0.0526292288059	0.999834495166775
ENST00000421038.1	432	84	0.8744	-0.185815810212	0.00652365569807103
ENST00000562637.1	532	87	1.0566	0.428122142384	0.34432577384667
ENST00000360639.6	4517	3144	0.8577	0.306511550384	1
ENST00000394987.5	4425	3144	0.8577	0.306511550384	1
ENST00000433805.6	1410	648	1.0003	0.298078244693	0.990057345685608
ENST00000551814.1	410	123	1.18	0.257490017116	0.30054853406099
ENST00000353999.6	2503	687	0.9261	0.262796676482	0.989093660343756
ENST00000495187.1	575	540	0.9289	0.175208260944	0.920319208572489
ENST00000430350.2	2539	762	0.9135	0.325378317885	0.996601054643756
ENST00000424424.1	806	747	0.9135	0.345311250296	0.996760363519125
ENST00000424458.5	1068	873	1.1761	0.0732939584257	0.998305884494566
ENST00000435161.1	565	402	1.0238	0.101927581392	0.686922524111138
ENST00000300527.8	3461	3060	1.137	0.632835107365	1
ENST00000460886.1	306	138	1.1672	0.629918274497	0.824147824959435
ENST00000249330.3	2551	1848	1.1988	0.530658784634	0.999999998057657
ENST00000445482.2	2477	1848	1.1988	0.530658784634	0.999999998065522
ENST00000611537.1	1622	1134	1.2164	0.382169843042	0.999987400077167
ENST00000478587.1	481	279	0.6067	0.268996405361	0.267034778859701
ENST00000361216.7	5421	3063	1.3126	0.556669235625	1
ENST00000522934.5	562	228	1.0885	0.213477389761	0.435167632249197
ENST00000517682.6	429	228	1.0885	0.213477389761	0.436960959815843
ENST00000612549.5	2835	1308	0.9097	0.152383432954	0.999977687084499
ENST00000481218.1	1596	600	0.7926	0.143810876352	0.916949307451905
ENST00000402357.5	1508	399	1.0929	0.368241768545	0.927893239076627
ENST00000358295.9	2638	378	1.0581	0.330250832225	0.870722764309742
ENST00000361373.8	5297	2184	0.9602	0.362982216764	0.99999999966867
ENST00000429277.6	5436	2199	0.9402	0.399827893471	0.999999999758161
ENST00000272519.10	2247	621	1.2662	0.367815594096	0.996289058872821
ENST00000420510.5	1252	621	1.2662	0.367815594096	0.996485400951554
ENST00000588873.1	389	234	0.931	0.168626934339	0.269083179333519
ENST00000590245.5	575	198	0.9339	0.147610306054	0.178026316249701
ENST00000262879.11	8633	4485	0.8959	0.0672958172903	1
ENST00000397040.5	8435	4485	0.8959	0.0672958172903	1
ENST00000302418.5	5866	2892	1.0794	0.206078666756	0.999999999999787
ENST00000493889.1	494	408	1.1701	0.291471655111	0.924931412080617
ENST00000345728.9	2481	1992	1.3134	0.636225459255	0.999999999862845
ENST00000541326.5	890	498	1.2226	0.474251807276	0.991728589204388
ENST00000540957.1	588	111	1.0173	0.258685702263	0.176201222146501
ENST00000528846.5	823	318	1.0357	0.17403565205	0.576992863502221
ENST00000398035.6	1414	465	1.1997	0.197160877307	0.932661518543203
ENST00000526216.1	1332	465	1.1997	0.197160877307	0.932943347002504
ENST00000438329.5	945	642	1.1728	0.545157233378	0.998711875098729
ENST00000468597.5	632	483	1.1733	0.625336922574	0.995412647584641
ENST00000611699.1	903	642	1.1728	0.545157233378	0.998714834318086
ENST00000230085.13	1535	489	0.9656	0.220382378364	0.902394289316469
ENST00000426155.6	1072	393	1.0614	0.248724211577	0.84259934312405
ENST00000576892.8	1253	747	1.2766	0.44553904009	0.999481689085032
ENST00000614850.1	509	426	0.8985	0.219288227601	0.792094225036608
ENST00000438704.6	1032	630	1.1457	0.437576822725	0.996883765231653
ENST00000446922.6	1175	630	1.1457	0.437576822725	0.99685931222982
ENST00000381431.9	4431	957	1.0614	0.13780493391	0.999200207322878
ENST00000506357.5	663	384	0.9239	0.0967761877725	0.550671541696771
ENST00000514985.6	2056	303	1.1219	0.15532742518	0.564300957217264
ENST00000507920.5	786	303	1.1219	0.15532742518	0.581338797456578
ENST00000531262.5	857	132	0.9692	-0.115429956972	0.022795093545258
ENST00000529583.5	848	348	1.069	0.148514110042	0.646713380032629
ENST00000536670.5	449	423	0.7215	0.136256067264	0.548177749101274
ENST00000543044.2	883	465	0.7848	0.192839830572	0.768697996017913
ENST00000262848.5	6031	1077	1.2673	0.465557157747	0.99998464154175
ENST00000496648.1	463	99	1.0391	-0.118396705763	0.0201777369510143
ENST00000368024.5	457	291	0.8927	0.263963567931	0.52028891310399
ENST00000423014.3	567	414	1.0296	0.307346457616	0.89902582339478
ENST00000586895.5	432	222	1.3018	0.437086773988	0.854632708309664
ENST00000593087.1	320	111	0.826	0.0118194014363	0.0244803097526648
ENST00000567514.1	798	210	0.934	0.19641760205	0.247641699944403
ENST00000447550.1	631	123	0.6105	-0.173371476031	0.00434422436434532
ENST00000238831.9	11955	735	0.8404	-0.0540130265595	0.909560760598997
ENST00000437765.1	728	225	1.0104	-0.268946121627	0.0293075069165405
ENST00000544927.5	787	708	1.127	0.199759674137	0.994213876657021
ENST00000536117.5	773	579	1.0862	0.202179936753	0.972829356509846
ENST00000544029.1	751	543	1.051	0.162824896329	0.943553453215142
ENST00000429644.7	2941	2109	0.8633	0.117456349921	0.999999995824596
ENST00000489715.1	2513	1986	0.8283	0.0694408999004	0.999999975617479
ENST00000456150.5	2089	1206	0.9861	0.406914805338	0.999989004350626
ENST00000264723.9	2154	1620	1.0591	0.417420767339	0.999999921611449
ENST00000426666.5	461	216	1.3108	0.517747981815	0.902312755421117
ENST00000441594.5	1865	1515	1.2226	0.392446780286	0.999999834579785
ENST00000344838.8	2389	2112	0.9326	0.109332921782	0.999999996759307
ENST00000498089.1	2387	1899	0.9947	0.0213811025857	0.999999951656645
ENST00000440022.1	782	435	0.9883	0.0558212198862	0.677194751201306
ENST00000247970.8	997	492	1.1236	0.612097831175	0.994561877621117
ENST00000588695.5	648	492	1.1236	0.612097831175	0.994664402819545
ENST00000589058.5	536	138	0.7104	0.0188759015185	0.0229651205276215
ENST00000236671.7	2055	1239	1.3029	0.627806050002	0.999999333719482
ENST00000637915.1	1982	1230	1.3029	0.627247409733	0.999999263589028
ENST00000429746.1	690	339	1.2978	0.680791798561	0.989348193119544
ENST00000587834.6	791	579	1.0513	0.210145570103	0.970832986654932
ENST00000588875.2	718	486	1.1396	0.259594749034	0.955769756502016
ENST00000381477.7	2415	357	0.8192	0.161355709326	0.459145449267076
ENST00000490518.1	501	114	0.9188	-0.076397204863	0.0202947879324899
ENST00000396267.1	2562	1233	0.9207	0.143448062188	0.99994829487353
ENST00000331336.2	1964	1479	0.8256	0.143277870831	0.999995565250614
ENST00000381461.6	6884	6222	1.0131	0.00395692543216	1
ENST00000513355.2	1967	1851	0.9616	0.162607779622	0.999999961547886
ENST00000593264.5	409	219	0.858	0.0250514992289	0.0918634341673203
