mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
ENST00000493373.5	624	567	1.0434	0.301687288025	0.980320206545005
ENST00000338639.10	1127	570	1.0357	0.289027574144	0.97835089614777
ENST00000469225.1	711	204	1.103	0.19997388589	0.361367405861714
ENST00000294179.7	1794	1068	1.2653	0.478397569347	0.999987458858516
ENST00000488303.5	604	186	1.202	0.538919510985	0.83659899150821
ENST00000333703.8	4710	3114	1.0233	0.186595378071	1
ENST00000622698.4	4824	3114	1.0233	0.186595378071	1
ENST00000620615.4	329	30	0.9196	-0.110658369271	0.00661103810381194
ENST00000468618.6	750	648	0.9865	0.101899890871	0.967675838526618
ENST00000491975.5	683	312	0.7702	0.0163501414849	0.165051517615568
ENST00000446329.6	1728	1653	1.0403	0.01887404519	0.999999365764994
ENST00000357564.4	351	225	0.8813	0.131453729067	0.18320424292812
ENST00000262809.9	3970	1866	1.1303	0.580025145946	0.999999998388956
ENST00000610152.1	529	357	1.0281	-0.0313415193276	0.375287818025685
ENST00000596124.3	1852	1467	1.1019	0.591679854711	0.999999872021349
ENST00000222256.8	1528	663	1.3108	0.696533104309	0.999738954868601
ENST00000481914.2	579	345	1.2734	0.809486609578	0.9950399874204
ENST00000358825.9	6322	3483	1.0986	0.374018035583	1
ENST00000360871.7	6301	3471	1.0986	0.372760432836	1
ENST00000477256.5	1708	1677	1.1661	0.453017741227	0.999999977474268
ENST00000451427.1	583	450	0.9539	0.353700876341	0.931417592866348
ENST00000624234.3	2091	1695	1.1661	0.447867345936	0.999999980594975
ENST00000442282.1	691	189	0.6061	0.0612172450155	0.0358789225415962
ENST00000451726.1	355	153	0.6736	-0.0673804964568	0.0144417123962094
ENST00000376057.8	2801	711	1.1684	0.234241941826	0.995599311244561
ENST00000621990.4	2738	489	1.1917	0.330208835427	0.973506776590953
ENST00000509009.5	571	474	1.2258	0.348221922866	0.977727424942886
ENST00000513143.5	1305	363	1.2317	0.353039165857	0.927529956798383
ENST00000356613.4	2950	1191	1.2672	0.789342360994	0.999999491931075
ENST00000581404.1	407	141	0.9383	0.13648863123	0.098803289018218
ENST00000243563.8	1277	849	1.2586	0.523449308535	0.999890007678779
ENST00000596860.1	336	183	1.3082	0.545862715662	0.883138392453698
ENST00000475533.1	971	447	0.4838	0.2680003494	0.601870465930034
ENST00000444522.6	1199	774	0.7475	0.26921849851	0.993142897755973
ENST00000528439.5	473	276	0.903	0.231929296401	0.438714397619995
ENST00000528847.1	639	108	0.9762	0.428706922762	0.334344030520322
ENST00000441319.5	591	255	0.8862	0.00450747587241	0.127219931432037
ENST00000415165.6	1483	1254	0.9427	0.155289598005	0.999966759371079
ENST00000511370.1	1519	867	0.9536	0.14570564703	0.997425345689265
ENST00000486939.1	345	120	0.9772	-0.239155972097	0.0100751458047868
ENST00000621085.4	1418	1191	0.8742	0.103952985288	0.999884113134053
ENST00000319545.12	3027	969	1.263	0.576959255768	0.999977488320582
ENST00000040663.8	3178	1110	1.3152	0.583378593718	0.99999623422384
ENST00000395675.5	5804	888	0.9756	0.32576173979	0.999198258219917
ENST00000443457.1	504	336	0.5561	0.0255618580526	0.116610203578505
ENST00000454745.2	551	294	0.842	0.0756198888611	0.230040353119958
ENST00000380539.6	1315	1131	1.1565	0.324748597905	0.999977683091215
ENST00000644178.1	5620	1230	1.2637	0.312906020653	0.999993068041445
ENST00000506357.5	663	384	0.9239	0.0967761877725	0.550671541696771
ENST00000514133.1	599	252	1.0587	0.0295005482712	0.229088223841005
ENST00000245663.8	5185	1770	1.205	0.628006843375	0.999999997087934
ENST00000395104.5	5198	1770	1.205	0.628006843375	0.999999997085858
ENST00000474660.5	888	228	0.9989	0.082022820134	0.200168484724363
ENST00000477305.5	1531	507	0.9777	-0.0187843983169	0.734211511011367
ENST00000498618.5	557	141	0.4816	0.123592069328	0.0204041936591788
ENST00000461393.5	1508	507	0.9777	-0.0187843983169	0.734457539413098
ENST00000294066.7	7147	2463	1.3032	0.484582986723	0.99999999999763
ENST00000424945.5	1175	282	1.2419	0.545967148848	0.945636650229593
ENST00000262848.5	6031	1077	1.2673	0.465557157747	0.99998464154175
ENST00000496648.1	463	99	1.0391	-0.118396705763	0.0201777369510143
ENST00000305641.6	6957	2061	0.8695	0.179887124702	0.99999999403321
ENST00000567039.1	1545	798	0.6498	-0.0111006967993	0.960352894717059
ENST00000375618.8	712	510	0.7615	0.188354281969	0.832891931603797
ENST00000529167.5	3099	537	0.7299	0.14494520256	0.80299242590082
ENST00000332814.6	795	591	0.7609	0.171558670196	0.917126991010545
ENST00000446085.8	2470	816	0.9195	0.132630848261	0.994175548272698
ENST00000605071.5	725	270	0.6851	-0.0028635863845	0.0756305263970009
ENST00000447870.6	563	297	1.1308	0.340025003624	0.80609728440518
ENST00000416156.6	1669	396	0.8301	0.193160837448	0.632747547011666
ENST00000335879.5	753	753	1.2686	0.3152716532	0.998931983557556
ENST00000488146.5	2658	576	0.9466	-0.0363265564589	0.819446664938
ENST00000525124.1	582	102	0.7521	0.0245956320671	0.0183902443669806
ENST00000440632.5	1352	969	1.238	0.380475971911	0.999926253417736
ENST00000485200.1	590	522	1.3108	0.658045125178	0.998485191446798
ENST00000394765.7	1809	1167	1.29	0.67054758236	0.99999881340214
ENST00000592515.1	403	387	1.2439	0.461570118909	0.972561026531928
ENST00000345146.6	2382	1245	1.1797	0.235119488281	0.999989489546948
ENST00000446179.5	2298	1245	1.1797	0.235119488281	0.999989537844464
ENST00000451391.5	563	192	0.6068	0.0343463357999	0.0319493646132286
ENST00000266383.9	5068	2997	1.2177	0.441669019952	1
ENST00000544638.5	553	111	0.9382	-0.117737581013	0.016345983539913
ENST00000315614.11	5182	4683	1.1255	0.423945237712	1
ENST00000399464.7	5207	4689	1.1411	0.423124124805	1
ENST00000571508.5	637	291	1.0528	0.325924730019	0.730905170940395
ENST00000379143.10	1276	786	1.101	0.304559373686	0.998555655087623
ENST00000379160.3	1359	786	1.101	0.304559373686	0.99854907645853
ENST00000252011.8	3314	2112	1.0497	0.215188903467	0.999999998802209
ENST00000373323.8	2347	2019	1.0497	0.22675799879	0.999999997002676
ENST00000297157.8	1135	666	0.9946	0.314494978133	0.992589067896997
ENST00000448915.1	629	498	1.0508	0.234843724332	0.940247792309277
ENST00000601006.1	254	195	1.2579	0.776834602298	0.967373189395425
ENST00000601815.5	696	510	1.2283	0.563734558508	0.995906244380957
ENST00000520908.6	6069	5493	1.2752	0.411787122306	1
ENST00000524185.5	5656	3096	1.2826	0.359681458199	1
ENST00000523684.5	578	471	1.2487	0.429586502547	0.986882586613665
ENST00000263980.8	4737	2448	1.3284	0.604791321136	0.999999999998914
ENST00000490329.1	660	177	0.7328	-0.0648637489026	0.0229334377448957
ENST00000663595.1	2047	930	1.196	0.418303767054	0.999891118114484
ENST00000310473.9	1675	930	1.196	0.418303767054	0.999893316272613
ENST00000536983.5	1413	678	1.1547	0.397256262381	0.997695263142259
ENST00000545562.2	344	105	1.1482	-0.136660730161	0.028089047632368
ENST00000543714.5	567	138	1.2822	0.20302484616	0.339911777281612
ENST00000539330.1	608	111	0.7587	0.095542095768	0.0315282683548333
ENST00000370742.4	3539	2073	0.8283	-0.127035981377	0.999999967893472
ENST00000662530.1	576	213	0.9948	-0.0919029077634	0.0687843753742482
ENST00000659100.1	574	126	0.7546	-0.121827824868	0.010067271233484
ENST00000360774.6	8252	6069	0.8889	0.168690548189	1
ENST00000359047.2	1568	912	0.7785	0.0877230487341	0.995949165032177
ENST00000361255.7	8271	6054	0.8889	0.167851775432	1
ENST00000449912.6	8244	6054	0.8889	0.167435054504	1
ENST00000377075.3	4783	2328	1.315	0.585095624555	0.999999999995082
ENST00000496186.5	748	534	1.3261	0.538432441066	0.997383870078764
ENST00000504595.2	4580	1476	1.1206	0.592331463617	0.999999874496125
ENST00000329673.8	3960	1335	1.1547	0.600139982936	0.999999501855542
ENST00000410048.5	500	321	1.0076	0.198311899375	0.601606723546697
ENST00000410025.5	530	249	1.0175	0.239840581511	0.472809633840308
ENST00000409396.5	448	417	1.2552	0.350089817884	0.963158578659348
ENST00000335282.5	536	405	1.2189	0.352394515664	0.953174480390988
ENST00000481753.1	365	81	0.6504	0.133329193455	0.0200127275925795
ENST00000481247.6	8530	1839	0.8807	0.150767879675	0.999999910499083
ENST00000403056.2	1155	1155	0.7774	0.126231780946	0.999791621783242
ENST00000588161.5	1609	1353	1.031	0.456336386668	0.999998687544536
ENST00000262633.9	1692	1443	1.0582	0.44443479024	0.999999528573751
ENST00000592202.5	1469	1281	1.0372	0.450840073827	0.999997050235999
ENST00000586618.5	771	555	1.1432	0.509637309351	0.995376175296802
ENST00000487878.1	606	528	0.7347	0.140530855074	0.807036225024772
ENST00000481960.1	256	33	1.1264	-0.413894706107	0.00223324786545042
ENST00000462372.5	979	210	0.8886	0.258595701553	0.288980257215702
ENST00000393950.7	1154	708	1.1672	0.344740057129	0.997859822273464
ENST00000497456.1	571	114	1.2193	-0.113791698132	0.044286789154374
ENST00000379527.6	1016	708	1.1672	0.344740057129	0.997875921009575
ENST00000665125.1	711	189	0.7019	-0.05910389113	0.0243145215223185
ENST00000578794.2	2270	606	1.1559	0.365956584734	0.993517656789158
ENST00000397088.4	2613	1128	1.3676	0.631470235277	0.999998138969231
ENST00000617001.1	1900	1227	1.318	0.528015151177	0.999998685815609
ENST00000485154.1	792	201	0.9592	0.186525530998	0.234199168389112
ENST00000478891.1	856	369	0.9221	0.493986990289	0.919024380945986
ENST00000447300.1	1336	1275	0.9345	0.23197282468	0.999983160677389
ENST00000377708.7	3776	1005	0.9474	0.268813717799	0.999698158809097
ENST00000604202.1	3009	246	0.6738	0.0162306568726	0.0562487953171073
ENST00000508906.6	3733	879	0.9347	0.292631414837	0.998886078381614
ENST00000409381.5	3578	516	0.557	0.122270437643	0.601155603880321
ENST00000334166.9	4011	516	0.557	0.122270437643	0.59544962080686
ENST00000407149.7	1707	915	0.9572	0.234433790285	0.999122017521776
ENST00000509923.1	559	426	0.8063	0.193098229421	0.70226283676353
ENST00000505123.5	1298	705	0.7852	0.107228098243	0.965945916937257
ENST00000333219.8	5119	840	1.2849	0.725014747961	0.999959632821872
ENST00000375775.3	1074	633	1.2483	0.719830304886	0.999616482168743
ENST00000375774.3	2870	1269	0.9213	0.42309763632	0.999993571959089
ENST00000438150.2	5171	1998	0.8945	0.0547432213458	0.999999978536771
ENST00000542421.1	228	63	0.9838	-0.0460757475611	0.0175597137584372
ENST00000561907.5	518	381	1.1255	0.439507055445	0.950381810107393
ENST00000569628.5	2594	2082	1.2985	0.539312433115	0.99999999990443
ENST00000569792.5	856	714	1.2155	0.517527699261	0.999414940586872
ENST00000567615.1	1047	834	1.29	0.613634086541	0.999933303488402
ENST00000274711.7	6064	1551	0.653	0.0859287603584	0.999993629064028
ENST00000518785.1	1958	1149	0.6206	0.0977126215545	0.999524758760102
ENST00000523537.1	498	102	0.9287	0.0403700053832	0.0366757502300596
ENST00000372583.6	12617	7221	0.7445	0.273732864299	1
ENST00000372584.5	12319	7218	0.7445	0.273518728393	1
ENST00000491442.5	1731	213	0.5878	0.1148036806	0.0563863468865459
ENST00000534312.5	572	393	0.7548	0.205439883256	0.595210817609141
ENST00000527926.5	633	327	0.795	0.166798752292	0.38886156721969
ENST00000525763.5	789	387	0.6605	0.131900084667	0.385846826986924
ENST00000533181.1	424	45	0.9315	-0.186873328257	0.00511095256363375
ENST00000506197.2	935	255	0.7938	-0.156430831831	0.0376964233325216
ENST00000514384.1	774	255	0.7938	-0.156430831831	0.0380179668073878
ENST00000601575.5	2887	1104	0.5463	0.108847187114	0.999001508195444
ENST00000331256.9	2966	1317	0.8989	0.39575677295	0.99999518349487
ENST00000584246.1	380	171	1.2513	0.358244705829	0.634405458131608
ENST00000335464.9	4745	1491	1.2822	0.556149472665	0.999999923593611
ENST00000406549.7	1803	1365	0.8632	0.424543436694	0.999997491598957
ENST00000621062.4	2483	2046	0.7407	0.408769652253	0.999999997853617
ENST00000382369.9	1420	987	1.3132	0.431522581332	0.999965738237845
ENST00000360321.7	1576	1092	1.2741	0.412682883879	0.999986305526349
ENST00000400269.4	1608	1089	1.2741	0.408729578157	0.999985468781594
ENST00000596288.6	3169	2562	1.2289	0.468894099791	0.999999999999105
ENST00000616552.4	3208	2562	1.2289	0.468894099791	0.999999999999104
ENST00000269187.10	3566	2268	1.0214	0.0807599045466	0.999999999471491
ENST00000590986.5	3003	2268	1.0214	0.0807599045466	0.999999999487557
ENST00000532119.5	562	195	1.0554	0.522246444649	0.755764874788355
ENST00000317594.6	1567	438	0.8443	0.23416921105	0.788732646000244
ENST00000651296.1	6831	6162	1.2375	0.578965198213	1
ENST00000321322.6	6899	6342	1.2123	0.564566199891	1
ENST00000525836.1	583	198	1.1655	-0.130020838307	0.0819160747003222
ENST00000391881.7	1546	879	1.2898	0.635981925257	0.999963796027786
ENST00000474049.1	576	432	1.2316	0.690608220254	0.995545608733433
ENST00000473787.5	587	315	0.8754	0.167621956092	0.425145922214869
ENST00000619830.1	1652	1011	1.3518	0.443108216648	0.999978352494019
ENST00000313597.9	1544	1263	1.1619	0.390289142082	0.999996596530156
ENST00000358215.8	1823	1263	1.1619	0.390289142082	0.999996544064016
ENST00000435316.5	786	747	1.1008	0.343951313474	0.998286578724145
ENST00000481170.1	4942	348	0.8077	-0.0885990429952	0.123524505863551
ENST00000622191.1	1473	1200	0.9363	0.30406415303	0.99997480535453
ENST00000578473.5	2482	747	1.0918	0.429600438288	0.998845891614645
ENST00000579893.1	558	492	1.2348	0.63096853378	0.996765938769898
ENST00000332884.11	4768	1635	1.0733	0.210267528781	0.999999743967949
ENST00000508453.1	3125	1008	0.946	0.114292198204	0.999277493232762
ENST00000375159.6	5403	5403	1.0293	0.086885033261	1
ENST00000620763.1	5400	5400	1.0293	0.08491223432	1
ENST00000356432.7	1205	882	0.94	0.429211773631	0.999597739439093
ENST00000475280.1	510	309	0.8113	0.226238232428	0.442788539996036
ENST00000219431.4	1193	897	0.9741	0.427541813617	0.999694696268873
ENST00000397817.5	1039	846	0.9741	0.435468350015	0.999489629909742
ENST00000585809.5	1608	1335	1.2602	0.558681441626	0.999999608559889
ENST00000591985.6	1498	798	1.2328	0.446969343328	0.999657622844512
ENST00000591155.1	417	153	0.6079	-0.146739670128	0.00714239217427127
ENST00000573283.7	1919	1128	1.3306	0.73171603833	0.999998892279347
ENST00000576209.5	1698	999	1.3306	0.766978495953	0.999996258711926
ENST00000652647.1	3362	2550	1.0637	0.480036482817	0.999999999998292
ENST00000562103.2	3366	2715	1.1346	0.48277453858	0.999999999999792
ENST00000572525.5	611	339	1.2136	0.599921640672	0.977126886047881
ENST00000571457.1	552	390	1.2024	0.462423935036	0.969394314746609
ENST00000561640.5	514	390	1.1155	0.159064864608	0.788706097509979
ENST00000200691.4	569	210	0.8809	0.0448115803547	0.0995974622423531
ENST00000530862.6	1871	1722	0.9051	0.0515464562423	0.999999613901107
ENST00000531792.5	1656	1338	0.9852	0.0588603823068	0.99997966894543
ENST00000530273.5	410	162	0.9052	0.0400014016535	0.0644391102808278
ENST00000529909.1	439	240	1.1282	0.0618949322632	0.288477245257901
ENST00000458035.2	6351	2913	0.8361	0.0926447830024	0.999999999999203
ENST00000595091.6	4413	2913	0.8361	0.0926447830024	0.999999999999283
ENST00000377868.6	2063	1623	1.1875	0.408514733774	0.999999948860739
ENST00000536626.7	2075	1581	1.1641	0.414055698432	0.999999914189758
ENST00000432094.6	4061	2241	0.893	0.0983698456543	0.999999998972353
ENST00000613950.1	646	213	0.9247	0.0777952144551	0.139287069240593
ENST00000334095.4	3681	2079	0.9271	0.0895059111032	0.999999994215961
ENST00000454407.5	3967	2241	0.893	0.0983698456543	0.999999998977636
ENST00000439288.5	646	600	1.0284	0.0422925188077	0.934041302471307
ENST00000465319.1	734	243	0.6867	-0.0342399833412	0.0478477193994204
ENST00000395296.5	869	627	1.3306	0.565482182047	0.999221162837732
ENST00000591894.5	864	360	1.3095	0.613090847356	0.987705397290485
ENST00000588003.5	510	258	1.289	0.644416709576	0.967197697603742
ENST00000409409.5	974	318	1.0822	0.195853654496	0.644477728259057
ENST00000413447.1	498	303	1.0545	0.223071799305	0.62780587477782
ENST00000485401.5	513	216	0.8036	0.0424608836451	0.0822441841054893
ENST00000457880.6	3335	681	1.0924	0.1469354991	0.986141279807398
ENST00000579025.1	241	75	1.0382	0.475005424051	0.367885000883991
ENST00000578272.1	701	330	1.0537	0.228293301637	0.69903008877179
ENST00000392028.8	1515	591	1.2502	0.341971832968	0.99385084315686
ENST00000601217.1	398	114	0.476	-0.222865056802	0.00185789037717085
ENST00000526093.5	930	621	1.233	0.289285095753	0.99378140918837
ENST00000534009.1	516	444	1.0764	0.28026346433	0.925660030055372
ENST00000233121.6	1892	846	1.2568	0.415090799399	0.999771546886909
ENST00000402218.1	1001	801	1.193	0.414587111409	0.999550249680511
ENST00000374338.4	2940	927	1.2724	0.538066977699	0.999956063894042
ENST00000485476.2	238	168	1.1536	0.708792104927	0.910178456520775
ENST00000462394.1	369	201	0.9987	0.194438652044	0.273413071739192
ENST00000579658.5	2588	1626	0.9711	0.0984838745353	0.999999295776959
ENST00000454642.3	1677	1173	0.996	0.137761992141	0.999923046010729
ENST00000371269.9	4233	1551	1.2946	0.559804495882	0.999999964419447
ENST00000436604.2	2027	1551	1.2946	0.559804495882	0.999999968473091
ENST00000648494.1	582	459	1.3113	0.452381406913	0.989441985912635
ENST00000497081.6	1876	843	1.0687	0.48327035274	0.99970154255171
ENST00000395592.6	1932	840	1.1799	0.485729826496	0.999792090701681
ENST00000299610.4	1873	768	1.1601	0.516293021457	0.999587608519236
ENST00000571210.1	926	555	1.0834	0.418340643681	0.990080125106649
ENST00000333503.7	2727	966	1.2568	0.702740858079	0.999989094634548
ENST00000562001.1	905	201	0.6188	-0.0784978931678	0.0184766515943083
ENST00000580436.5	692	546	1.0925	0.177067589823	0.956171102908799
ENST00000584046.1	553	495	0.8848	0.0389068157904	0.724184028348837
ENST00000585155.1	348	48	0.8762	-0.529689399527	0.000550327904739934
ENST00000314088.6	1668	393	1.2116	0.566361572948	0.983541109357895
ENST00000377791.3	1654	393	1.2116	0.566361572948	0.983553531265229
ENST00000311813.10	2914	810	1.2223	0.5726169038	0.999843474749745
ENST00000652696.1	2566	810	1.2223	0.5726169038	0.999846432683613
ENST00000303251.11	1588	612	1.1894	0.623814436019	0.998906114084404
ENST00000303270.6	1385	525	1.1063	0.532422612916	0.993397382432917
ENST00000303204.9	1226	660	1.1745	0.429104425468	0.997851579323557
ENST00000504594.5	886	330	1.3168	0.443788716062	0.954660434557976
ENST00000671038.1	1300	1077	1.1352	0.237290821566	0.99992535418251
ENST00000496788.1	784	615	1.099	0.262876577159	0.987783517817572
ENST00000252487.9	1707	1086	1.1957	0.426502702495	0.999982226764528
ENST00000405636.6	1709	1086	1.1957	0.426502702495	0.999982224815397
ENST00000230354.10	1861	1020	1.1012	0.190535123961	0.999782541565841
ENST00000392092.7	1857	1020	1.1012	0.190535123961	0.999782589244338
ENST00000616883.4	1750	867	0.991	0.0914521734718	0.996816213167026
ENST00000374029.1	1587	852	1.1259	0.45170205113	0.999735851306675
ENST00000647424.1	1603	852	1.1259	0.45170205113	0.999735619528521
ENST00000361726.6	1637	852	1.1259	0.45170205113	0.999735126324632
ENST00000588802.5	553	252	1.1227	0.440468219858	0.818101796467375
ENST00000592535.5	430	231	1.1739	0.475001324411	0.840424663681702
ENST00000589781.1	273	90	1.1268	0.0563748163796	0.0684857922875481
ENST00000437805.5	5757	4755	0.7335	0.046884843743	1
ENST00000446959.5	763	207	1.097	0.0572550011535	0.19380666348132
ENST00000610760.1	1221	1221	0.9046	0.0576600143581	0.999902259020649
ENST00000375887.8	2582	858	0.9403	0.169827856076	0.99727081383702
ENST00000430559.5	2614	801	0.936	0.177969938953	0.995014107064705
ENST00000492930.5	769	492	0.7931	0.127409709311	0.757837353428701
ENST00000470800.1	835	264	1.1437	0.445066297831	0.84846650211382
ENST00000535714.2	1481	429	1.1371	0.39168800689	0.960324101317418
ENST00000378919.6	995	591	1.2454	0.415344858173	0.996098502812458
ENST00000637120.1	612	612	1.211	0.423081881945	0.996753085892797
ENST00000637853.1	496	396	0.76	0.0941683057429	0.441760188234147
ENST00000637041.1	786	285	0.6152	0.0524062574925	0.0958384722989967
ENST00000637567.1	347	216	0.6489	0.15757424701	0.0964005585912979
ENST00000558195.2	498	396	0.76	0.0941683057429	0.441733144729705
ENST00000589097.5	2251	588	0.5098	-0.0431626128801	0.530453873946334
ENST00000588450.1	2858	570	0.5966	-0.0804816485752	0.490015156723665
ENST00000326631.6	1206	450	1.2864	0.664274570637	0.996335318868737
ENST00000561851.5	1582	1080	0.8744	0.0941377222111	0.999570761325651
ENST00000567921.1	478	225	1.072	0.13223474918	0.301611378194226
ENST00000227752.7	3695	1737	0.9615	0.351010047225	0.999999951738177
ENST00000531365.1	467	390	0.942	0.306630177441	0.834395330740416
ENST00000646025.1	1888	702	0.984	0.104556135626	0.981078007589598
ENST00000613993.1	733	489	0.9566	0.0338680389401	0.751241613611775
ENST00000525057.5	760	453	0.8433	0.210365226095	0.799227426797974
ENST00000533369.5	536	510	0.8392	0.193910281111	0.871856475415146
ENST00000533856.5	423	366	0.8705	0.174358768938	0.574901263955697
ENST00000528348.5	919	477	0.8008	-0.155874159594	0.325703118737295
ENST00000534800.1	342	330	0.8502	0.172207980252	0.455251974536484
ENST00000527105.1	121	45	1.1462	-0.0117522175333	0.0307140036200741
ENST00000252490.6	741	306	1.0593	0.25493758318	0.679825866259546
ENST00000590360.2	744	306	1.0593	0.25493758318	0.679790061035468
ENST00000585786.1	880	402	0.7433	0.00362950398178	0.311110667034678
ENST00000592484.5	575	273	1.12	0.504524062706	0.892513710122106
ENST00000253193.9	4058	2313	1.0552	0.48649727659	0.999999999975098
ENST00000506572.5	1331	1203	1.1114	0.180079266631	0.999971948159184
ENST00000507798.1	767	510	1.1073	0.0934119696627	0.90195539571864
ENST00000356392.9	2123	1788	1.2669	0.642235062839	0.999999998508372
ENST00000591345.5	2448	1593	1.2789	0.699905299488	0.999999990902611
ENST00000593281.1	467	183	0.8426	0.0543982367719	0.070959991470553
ENST00000265631.9	3136	2028	0.9001	0.139855555303	0.999999991968785
ENST00000416240.6	3192	2031	0.9001	0.14125299414	0.999999992275764
ENST00000450529.5	1184	825	1.2118	0.428791857872	0.999701322272491
ENST00000436730.7	863	780	1.2416	0.439715753237	0.999590027611473
ENST00000368498.7	4597	1389	1.2083	0.189536564511	0.999997168505848
ENST00000052569.10	4590	1365	1.2083	0.183319228875	0.999996155452976
ENST00000649620.1	825	489	1.161	0.305471435565	0.969319486964236
ENST00000613781.1	556	420	1.1313	0.28652428072	0.922613597192613
ENST00000665241.1	4529	4221	1.037	0.0857132425111	1
ENST00000580206.1	3429	1860	1.0554	0.132064508965	0.999999967184953
ENST00000360473.8	1623	690	0.6636	-0.0623766474948	0.846983609007582
ENST00000312942.2	1337	819	0.7	-0.0220577886659	0.971809894653464
ENST00000507516.3	738	123	1.2055	0.497458493325	0.664056877124478
ENST00000542114.1	501	171	0.9249	0.179694859637	0.159210099185517
ENST00000430317.2	568	264	0.9499	-0.0312430587704	0.139293036101291
ENST00000509855.1	506	90	0.9865	0.132495088403	0.0663176694426627
ENST00000635168.1	2693	417	0.8496	0.0383907567763	0.462781762764237
ENST00000472159.5	768	216	0.8273	-0.0659575299294	0.047315962640087
ENST00000478939.1	1479	417	0.8496	0.0383907567763	0.479365812575777
ENST00000536497.2	572	324	1.194	0.263989395949	0.815007415528492
ENST00000637160.1	999	423	1.0017	0.120629259537	0.737733729043225
ENST00000360806.9	2080	1779	1.3088	0.55885339408	0.999999997637436
ENST00000480319.5	3872	1320	1.2836	0.516416756001	0.999999375096306
ENST00000433000.5	587	291	0.7052	-0.120830724736	0.0517933813708129
ENST00000425090.1	461	78	0.8424	-0.543263276624	0.000627028322037816
ENST00000446878.1	1719	495	0.7832	0.0267993015869	0.617198528865283
ENST00000652544.1	2919	294	0.8964	0.222609635407	0.435751294432845
ENST00000472227.5	1816	378	1.0799	0.142601744093	0.708658490464522
ENST00000564702.1	896	255	0.9129	0.0690857611883	0.18868590410101
ENST00000564861.1	618	138	0.5585	-0.0487836618417	0.00910988184660458
ENST00000635962.1	1365	369	0.8311	0.191229574219	0.562262018883582
ENST00000636076.1	473	297	0.8817	0.254821158139	0.513509786063617
ENST00000285176.13	4310	2178	1.039	0.132691850226	0.999999998965214
ENST00000609959.1	808	627	0.9406	0.0266427176472	0.927307799734206
ENST00000614726.2	2019	1083	0.98	0.18781103039	0.99983262843259
ENST00000609420.5	1404	1320	0.8948	0.168109743867	0.999982740121892
ENST00000449170.2	3793	234	0.8418	-0.287873003281	0.0138765676855869
ENST00000449736.2	709	282	0.7381	0.164157040581	0.236512887988379
ENST00000428123.1	347	114	1.0521	-0.0922904764822	0.0291595218461636
ENST00000444242.1	1191	393	0.7458	-0.0515875308722	0.224587616210019
ENST00000652562.1	647	102	0.799	-0.107291499295	0.00976060066109789
ENST00000528437.5	586	162	1.0074	0.161333495488	0.168471576433597
ENST00000531091.5	1768	333	0.5442	-0.244325348177	0.0217410697150695
ENST00000527637.5	615	162	1.0074	0.161333495488	0.16824893749243
ENST00000530264.1	352	108	1.218	0.158536806717	0.185607665348575
ENST00000441139.5	3461	438	0.9618	0.14758096931	0.748956305782031
ENST00000651484.1	3118	288	0.5573	-0.171026872955	0.0199555245465847
ENST00000450734.1	457	336	1.2046	0.408468526604	0.926676276404394
ENST00000424587.7	5603	405	0.6006	-0.10267714344	0.103646779039895
ENST00000419937.1	423	54	1.0293	-0.031045478224	0.0200797237889959
ENST00000434426.1	744	90	0.9853	0.0441656765577	0.0392458220161695
ENST00000510937.1	2988	873	1.0092	0.146193734851	0.997851139173069
ENST00000503807.1	1112	873	1.0092	0.146193734851	0.99806078267807
